Reference Name,Compared Name,Normalized Mutual Information Index (arithmetic),Normalized Variation Of Information Metric,Jaccard Index
dolphins.clu,dolphins_asyn.clu,0.2045,0.5372,0.4796
dolphins.clu,dolphins_girvan-newman.clu,0.2045,0.5372,0.4796
dolphins.clu,dolphins_greedy.clu,0.2045,0.5372,0.4796
dolphins.clu,dolphins_louvain.clu,0.2045,0.5372,0.4796
dolphins.clu,dolphins_spinglass.clu,0.2045,0.5372,0.4796
dolphins.clu,dolphins_walktrap.clu,0.2045,0.5372,0.4796
