Reference Name,Compared Name,Normalized Mutual Information Index (arithmetic),Normalized Variation Of Information Metric,Jaccard Index
football.clu,football_asyn.clu,0.1127,0.8874,0.7115
football.clu,football_girvan-newman.clu,0.1127,0.8874,0.7115
football.clu,football_greedy.clu,0.1127,0.8874,0.7115
football.clu,football_louvain.clu,0.1127,0.8874,0.7115
football.clu,football_spinglass.clu,0.1127,0.8874,0.7115
football.clu,football_walktrap.clu,0.1127,0.8874,0.7115
